Title,Company,Address,Posted In,Required Skills,Responsibilities,Requirements,Links
Senior Electrical BIM Engineer,ECS - Energy & Contracting Solutions,"Maadi, Cairo, Egypt ",1 month ago,Full timeExperienced · 5 - 7 Yrs of Exp · Construction · Contracting · BIM · Electrical Engineering · Engineering · Revit · Engineering - Mechanical/Electrical,Follow-up and support the electrical BIM engineers. | Attending the project meetings with the owner and the consultant. | Coordinate with the project manager regarding work priorities and provide the technical office with the requirements that will help complete the work. | Preparing proposals & redesign regarding the architecture's modifications if found. | Preparing a list of the shop drawings. | Cooperate with the construction and engineering teams regarding the construction team deliverables. | Prepare shop drawing submissions for approvals. | Issue and resolve project document issues/conditions. | Conduct the value engineering process throughout the engineering phase. | Prepare and supervise the shop drawings and electromechanical coordination. | Review the calculations needed for each project. | ,Electrical Engineering Bachelor’s degree | 5+ years of experience in contracting/construction field as BIM Electrical engineer | ,https://wuzzuf.net/jobs/p/F9xB8psglLAl-Senior-Electrical-BIM-Engineer-ECS---Energy-Contracting-Solutions-Cairo-Egypt?o=50&l=sp&t=sj&a=energy|search-v3|hpb
Electrical Construction Manager,ECS - Energy & Contracting Solutions,"Cairo, Egypt ",1 month ago,Full timeManager · 10+ Yrs of Exp · Construction · Electrical Engineering · Contracting · Electrical · Engineering · Management · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical,"Oversee and direct construction projects from conception to completion. | Review the project in-depth to schedule deliverables and estimate costs. | Request supplies and materials to complete construction projects and track inventory. | Oversee all onsite and offsite constructions to monitor compliance with building and safety regulations. | Coordinate and direct construction workers and subcontractors. | Meet contractual conditions of performance. | Responsible for preparing invoices of contractors according to what has been accomplished on the site and according to the Inspection Reports “IRs” submitted to the consultant and has been approved. | Responsible for preparing the ECS’s invoices. | Responsible for preparing the RFIs. | Monitoring the requested site Material Requests “MRs” with the procurement department regarding to the site needs and their delivery date. | Responsible for preparing any Variation Order “VO” according to the needs of the main contractor and the consultant through the technical office team or the procurement team. | Review the work progress on daily basis. | Prepare internal and external reports relating to job status. | Plan ahead to prevent problems and resolve any emerging ones. | Ensure quality construction standards and the use of proper construction techniques. | Take actions to deal with the results of delays, bad weather, or emergencies at construction site. | Discuss with supervisory personnel, owners, contractors, and design professionals to discuss and resolve matters such as work procedures, complaints, and construction problems. | Investigate damage, accidents, or delays at construction sites, to ensure that proper procedures are being carried out. | Participate in the preparation of the project’s time schedule. | ",Electrical Engineering Bachelor’s degree | 10+ years of experience in a relevant field (contracting/construction) |  2+ years in a relevant position | ,https://wuzzuf.net/jobs/p/UR2NTgWxb3m0-Electrical-Construction-Manager-ECS---Energy-Contracting-Solutions-Cairo-Egypt?o=51&l=sp&t=sj&a=energy|search-v3|hpb
Senior Electrical Technical Office Engineer (Construction),ECS - Energy & Contracting Solutions,"Maadi, Cairo, Egypt ",1 month ago,Full timeExperienced · 6+ Yrs of Exp · Technical Office · Engineering · Construction · Electrical Engineering · AutoCAD · Contracting · Electrical · Engineering - Mechanical/Electrical,"Follow-up and support the MEP technical office engineers. | Attending the project meetings with the owner and the consultant. | Revising designs, BOQ & specifications. | Coordinate with the project manager regarding work priorities and provide the technical office with the requirements that will help complete the work. | Preparing proposals & redesign regarding the architecture's modifications if found. | Preparing a list of the shop drawings. | Cooperate with the construction and engineering teams regarding the construction team deliverables. | Prepare shop drawing submissions for approvals. | Issue and resolve project document issues/conditions. | Conduct the value engineering process throughout the engineering phase. | Prepare and supervise the shop drawings and electromechanical coordination. | Review the calculations needed for each project. | ",Electrical Engineering Bachelor’s degree | 6+ years of experience in Contracting/construction field is a must | ,https://wuzzuf.net/jobs/p/fsRWOZcGVAyb-Senior-Electrical-Technical-Office-Engineer-Construction-ECS---Energy-Contracting-Solutions-Cairo-Egypt?o=52&l=sp&t=sj&a=energy|search-v3|hpb
Electrical Technical Office Engineer (Construction),ECS - Energy & Contracting Solutions,"Maadi, Cairo, Egypt ",1 month ago,Full timeExperienced · 2 - 4 Yrs of Exp · Electrical Engineering · Construction · Contracting · AutoCAD · Engineering · Microsoft Office · Electrical · Technical Office · Engineering - Mechanical/Electrical,"Cooperate with the construction and engineering teams regarding the construction team deliverables. | Review and modify shop drawing submittals for approvals | Issue and resolve project document issues/conditions. | Conduct the value engineering process throughout the engineering phase. | Review and supervise the shop drawings and electromechanical coordination. | Review and supervise the shop drawings and electromechanical coordination. | Revising designs, BOQ and specifications. | Preparing RFI (Request for information), regarding any issue in the design and BOQ and specifications. | Preparing proposals and redesign regarding modifications by architecture (if found). | Preparing a list of the shop drawings. | ",Electrical Engineering Bachelor’s degree | 2-4 years of experience in same role in contracting/construction field is a MUST | ,https://wuzzuf.net/jobs/p/jZVyjLkg3vlO-Electrical-Technical-Office-Engineer-Construction-ECS---Energy-Contracting-Solutions-Cairo-Egypt?o=53&l=sp&t=sj&a=energy|search-v3|hpb
ETL Developer,Master Linux,"Downtown, Cairo, Egypt ",18 days ago,Full timeEntry Level · 1 - 20 Yrs of Exp · Information Technology (IT) · ETL · Computer Science · SQL · DB · Informatica · Data Warehouse · Data Stage · IT/Software Development · Engineering - Telecom/Technology,"Develop and implement different data integration & ETL workflows and jobs between data sources and inside EDW | Develop and implement different data integration & ETL workflows and jobs from EDW to different integrated systems | Adhere to the best approaches to use for data integration & transformation | May lead a team of ETL developers based on the level of experience | May participate in putting area guidelines, strategies and guidelines based on the level of experience | ",Bachelor’s degree of computer science or its equivalent. | Experience with enterprise data warehouse & ETL | Solid ETL understanding with knowledge of Informatica & Datastage | Solid SQL and DB understanding | High energy and high endurance; ability to respond flexibly and positively in all circumstances; calm under pressure and tight deadlines | Strong interpersonal and communication skills; ability to develop and maintain effective working relationships with persons at all levels in the organisation | Strong analytical skills with high attention to detail with a high degree of accuracy. | ,https://wuzzuf.net/jobs/p/Hec5Oo1azPRa-ETL-Developer-Master-Linux-Cairo-Egypt?o=54&l=sp&t=sj&a=energy|search-v3|hpb
3D Graphic Designer,MAP Advertising,"Cairo, Egypt ",1 month ago,Full timeExperienced · 5+ Yrs of Exp · Design · Adobe Photoshop · AutoCAD · Graphic Design · 3D Max · BTL · Architecture · 3D · Photoshop · Illustrator,"Experience 5 years in design booths, events, roadshows and activations | Attending business brief | Observing the project’s full details | Estimating the time required to complete the work | Gathering & studying information and materials | Developing creative concepts• Illustrates concept by designing rough layout | Taking management approvals | Developing designs | Presenting final artwork to management | Handling all required amends | Finalizing all projects items (forms) | ","Experience with software such as 3D Max, AutoCAD & Photoshop, Illustrator | Exceptional creativity and innovation | Excellent time management and organizational skills | Accuracy and attention to detail | An understanding of the latest trends and their role within a commercial environment | Professional approach to time, costs and deadlines | Ability to make evaluative judgments | Ability to communicate effectively, both orally and in writing | Passion, Integrity, and Energy! | Experience in BTL agencies / Activation agencies | ",https://wuzzuf.net/jobs/p/wEzxITI5yVN5-3D-Graphic-Designer-MAP-Advertising-Cairo-Egypt?o=55&l=sp&t=sj&a=energy|search-v3|hpb
Mechanical Engineer,Olam SVI,"6th of October, Giza, Egypt ",25 days ago,Full timeExperienced · 2 - 3 Yrs of Exp · Mechanical Engineering · Engineering · Food Industry · AutoCAD · Engineering - Mechanical/Electrical,"Participate in RCA solve any operational breakdowns to minimize the impact on safety, production, cost & quality | Develop & Plan preventative maintenance programs in SAP | Develop local engineering standards for the plants in-line with global standards | Contribute to process improvement initiatives | Reduce energy intensity of the plants | Develop local vendors for various requirements | Run cost optimizing projects along with the team | Undertaking scheduled mechanical maintenance. | Follow up daily reports and generate Weekly reports. | Execute corrective actions for breakdowns. | Participate in breakdowns RCA and preventive actions. | Contribute to process improvements initiatives. | Optimize spare parts consumption. | Spare parts management. | Supervising mechanical technicians. | Ensure maintenance activities complies with safety and food safety | ",A degree in Mechanical Engineering from a reputed college | Good command over English language is a must | Minimum 2-3 year experience in food industry | Good computer skills – Microsoft office as well as AutoCAD | Ability to work under pressure | ,https://wuzzuf.net/jobs/p/sGOKhbrVtVUH-Mechanical-Engineer-Olam-SVI-Giza-Egypt?o=56&l=sp&t=sj&a=energy|search-v3|hpb
Assistant General Manager – Cairo Festival City Mall,Al Futtaim,"New Cairo, Cairo, Egypt ",20 days ago,Full timeManager · 5 - 13 Yrs of Exp · Management · Customer Service · Administration · English · Administration · Operations/Management · Sales/Retail,"JOB PURPOSE: | Responsible for the efficient and best in class Customer Experience Delivery, Tenant Relations and Project Management for the mall, with emphasis on quality service standards, efficient management and safety for all stakeholders.  To be key point of contact with Development Team, liaising between Mall and Projects work through multi-million dirham expansion. To act as In-charge in absence of General Manager in all respects. | KEY ACCOUNTABILITIES: | Development Program Coordination:  | Management of planned, reactive and incidental works delivery for safety, traffic, housekeeping, waste management and pest control, customer experience, tenant relations. Responsible for coordinating mall operating requirements over the duration of the current expansion project; Responsible for communicating project timelines to all relevant team members. | Proactive Energy Management: | Drive Centre Sustainability Program, in conjunction with relevant stakeholders, including energy conservation, waste management initiatives | Asset Management/ Capital Expenditure | Indirectly negotiates and recommends procurement of capital assets aligned to the budget ensuring new assets being brought into operations are entered onto pre-planned maintenance program and subject to QA procedures | Mall Marketing and Speciality Leasing events (Indirect involvement) | Review Speciality leasing concepts in conjunction with the speciality leasing manager in terms of mall operation. | Review execution of marketing activities in and outside the asset as per operation guidelines. | Coordination: | Co-ordination with Local Authorities: Coordinate with Police, Civil Defense, and Municipality & City management for site wide requirement. | Coordination with Development: Coordinate closely with development through the mall redevelopment with a focus on customer service, safety and flexibility to deliver the redevelopment in an operating mall. Ensure operating procedures in place through a redevelopment, | Coordination with Tenants: Responsible for the coordination and communication with tenants with respect to operational requirements; sales performance issues; job request procedures | Co Ordination with Tenants (Retail Fitouts):  liaise closely with AFGRE retail delivery team for the proactive and safe delivery and exits of retailers | Standard of Tenants Premises:  | Responsible for safety checks on all electrical boards, installations and firefighting systems.  | Customer Service | Overall accountability for developing a holistic Customer Experience Programme, working directly with Customer Service, Operations, Security, and Marketing Departments | Reporting:  | Prepare routine and ad hoc reports, with the objective of keeping the management informed about all issues relating to operations of mall and taking necessary action thereof. Prepare monthly financial analysis for operations for the Retail Operation monthly report. | Staff Management:  | Responsibility for management of the staff recruitment, selection, training/ development and succession planning.  | Duty Management: | Responsible for the organisation & implementation of Duty management. |   |   | ",University Graduate in any discipline preferred Bilingual (English and Arabic speaking skills desirable) | ,https://wuzzuf.net/jobs/p/s9zCyyWGkrZX-Assistant-General-Manager-–-Cairo-Festival-City-Mall-Al-Futtaim-Cairo-Egypt?o=57&l=sp&t=sj&a=energy|search-v3|hpb
Lubricants Sales Engineer,Lubemaster,"Maadi, Cairo, Egypt ",3 days ago,Full timeEntry Level · 0 - 2 Yrs of Exp · Sales · Analysis · Sales Target · Sales Skills · Customer Support · Customer Care · Oil · Oil & Gas · Lubricants · Sales/Retail,"Present, promote and sell products/services using solid arguments to existing and prospective customers | Perform cost-benefit and needs analysis of existing/potential customers to meet their needs | Establish, develop and maintain positive business and customer relationships | Reach out to customer leads through calling, and survey . | Expedite the resolution of customer problems and complaints to maximize satisfaction | Achieve agreed upon sales targets and outcomes within schedule | Coordinate sales effort with team members and other departments | Analyze the territory/market’s potential, track sales and status reports | Supply management with reports on customer needs, problems, interests, competitive activities, and potential for new products and services. | Keep abreast of best practices and promotional trends | Continuously improve through feedback | ","Engineering graduate with (0 to 2) years experience in sales and/or any job related to oils and Gas. | B.Sc is a must, with an overall rating at least good. | A clear military status is a must. | Owning a car is an advantage. | ",https://wuzzuf.net/jobs/p/izcx5CN3Cyyn-Lubricants-Sales-Engineer-Lubemaster-Cairo-Egypt?o=58&l=sp&t=sj&a=energy|search-v3|hpb
Maintenance Section Head,Confidential -,"Giza, Giza, Egypt ",6 days ago,Full timeManager · 7 - 9 Yrs of Exp · Utilities · Engineering · Mechanical Engineering · Maintenance · FMCG · Technical · Management · Communication Skills · Mechanical · Planning,"Responsible for supervising and coordinating all maintenance functions necessary to ensure efficient plant operations together with leading and coaching the maintenance team in every plant to achieve business targets. | Organize and supervise the activities and work of subordinates to ensure that all work within a specific area of the maintenance section is carried out in an efficient manner which is consistent with operating procedures and policy | Contribute to the preparation of the maintenance section budget and monitor financial performance versus the budget so that the business is aware of anticipated costs/revenues and areas of unsatisfactory performance are identified | Supervises the day-to-day operations of maintenance to ensure that work processes are implemented as designed and comply with established policies, processes, and procedures | Supervise the periodic and preventive maintenance activities for all plant facilities and ensure that the maintenance work is carried out on time, on budget, and safely. | Monitor the implementation of all repairs/modifications resulting from gap assessments, plant audits, and notifications. | Allocate maintenance resources in case of any emergency troubleshooting. | Monitor energy supply and usage (power, electricity, water, natural gas) of the Plants to achieve production plan. | ","Bachelor’s degree in engineering. | FMCG experience is a must. | Languages: Very Good command in English language (Speaking, reading, and writing). | Leadership skills, communication skills, planning skills, organized and disciplined. | 7-9 years relevant experience in maintenance including at least 2 years in the same position  | ",https://wuzzuf.net/jobs/p/hbXEgMy3sUTB-Maintenance-Section-Head-Giza-Egypt?o=59&l=sp&t=sj&a=energy|search-v3|hpb
Technical Electrical Engineer,Agrisolar,"6th of October, Giza, Egypt ",1 month ago,Full timeEntry Level · 1 - 3 Yrs of Exp · Engineering · English · Technical · Electrical Engineering · Power · Engineer · Solar Power · Solar · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy,"The applicant's responsibilities will be as followed, provide sound selections for pumps, inverter, and PV configuration, and of course provide technical support for end-user customer, and the companies that we supply. | The applicant will have to travel to areas in the desert when needed and stay over if the situation requires that. | ",Age from 24 to 29 | Tech Engineer. | Graduate  | 1-3-year experience” | Good command of English. | Knowledge is Solar Power field. | Previous experience in solar field is a plus. | Giza resident is a preferable. | ,https://wuzzuf.net/jobs/p/vnKxRw4SRZjj-Technical-Electrical-Engineer-Agrisolar-Giza-Egypt?o=60&l=sp&t=sj&a=energy|search-v3|hpb
Sales ُEngineer - Interior Design,ADDesigner,"New Cairo, Cairo, Egypt ",8 days ago,Full timeExperienced · 3+ Yrs of Exp · Interior Design · Sales · Sales Skills · Architecture · Design · Engineering · English · Communication Skills · MS Office · Engineering - Construction/Civil/Architecture,"Generate and develop new customer accounts to increase company revenue, by conducting sales presentations and cold-calling if necessary. | Follow up on client leads provided by the company | Work on customer requirements and meet expectations for deals closed | Conceptualize and present design including cost proposal to the customer | Manage design assignments from inception to completion. | Build and foster a network of referrals with contractors, and interior designers in order to create new opportunities for revenue growth. | Build and maintain ongoing awareness of new products and services, competitor activities and other research. | ","Bachelor's degree in Architecture is preferred but not a must. | 3 years of direct work experience in an external sales capacity. | Demonstrated ability to convert prospects and close deals while maintaining established sales quotas. | Professional demeanor, selling style, and appearance. | Self-motivated, with high energy and an engaging level of enthusiasm. | Previous experience in the interior design, architecture industries. | Strong knowledge of MS Office programs. | Excellent oral and written communication skills. | Fluent in English oral and written is a must, and additional language is desirable. | Must possess a valid driver’s license and have access to a vehicle. | ",https://wuzzuf.net/jobs/p/8ZQ2rlgDEX9N-Sales-ُEngineer---Interior-Design-ADDesigner-Cairo-Egypt?o=61&l=sp&t=sj&a=energy|search-v3|hpb
Sales Accounts Manager,G.I.S Free Zones,"Heliopolis, Cairo, Egypt ",19 days ago,Full timeExperienced · 5 - 10 Yrs of Exp · Sales · Engineering · Accounts Manager · Oil and Gas · Sales Target · Sales Skills · Sales Engineer · Business Development · Sales/Retail · Engineering - Oil & Gas/Energy,"Responsible to create and implement a sales strategy that leads to achieve sales targets per product, and ensuring growth and account penetration. | Communicate with assigned clients/accounts on a regular basis and introducing new ones. | Develop new business with existing clients and/or identify areas of improvement to meet sales quotas. | Maintain clean and updated records for all leads and new clients. | Coordinate with other members of the sales team as needed to generate sales and provide excellent client experience. | Build and maintain strong, long-lasting client relationships. | Develop trusted advisor relationships with key accounts, customer stakeholders, and executive sponsors. | Collaborate with the sales team to identify and grow opportunities. | ","Bachelor of Engineering. | 5-7 years’ experience in the oil & gas field. | Familiar with sales techniques and have the ability to build relations with clients. | Excellent communication and negotiation, and presentation skills. | Very good command of English and computer skills. | Good Business sense and Team working. | Excellent listening, negotiation, and presentation abilities. | Keen attention to detail and adherence to deadlines. | ",https://wuzzuf.net/jobs/p/VWIvBisouYqL-Sales-Accounts-Manager-G-I-S-Free-Zones-Cairo-Egypt?o=62&l=sp&t=sj&a=energy|search-v3|hpb
Sales Engineer,Comex Egypt,"6th of October, Giza, Egypt ",11 hours ago,Full timeEntry Level · 1 - 3 Yrs of Exp · Sales · Sales Skills · Engineering · Sales Target · English · Communication Skills · Mechanical · Mechatronics · Sales/Retail · Engineering - Mechanical/Electrical,"The sales engineer providing technical sales and solutions for the Company, conducts client visits, present the company products and services, and develop client relationships. Market and project handling along their follow-up to ensure maximizing sales opportunities to the company. | Will be responsible for instrumentation products (Transmitters – Gauges – Switches – Calibration equipment – Control systems ) for Oil & Gas, Power, Water, Fertilizer, Chemical and most heavy industrial processes sectors. | ","Bachelor’s degree in engineering (Mechatronics, Electrical, Mechanical, Communication, and Petroleum) or a related field. | From 1-3 previous Sales experience as well as technical experience. | Very Good Command of English. | Excellent knowledge of MS Office. | Ability to work individually or as in team member.  | Ability to build excellent relation with other quickly. | Communication skills. | Problem solving skills.  | ",https://wuzzuf.net/jobs/p/fEGSTOf08YW4-Sales-Engineer-Comex-Egypt-Giza-Egypt?o=63&l=sp&t=sj&a=energy|search-v3|hpb
Instrumentation Sales Engineer,Comex Egypt,"6th of October, Giza, Egypt ",1 day ago,Full timeExperienced · 3 - 5 Yrs of Exp · Sales · Engineering · Instrumentation · English · Petroleum · Communication Skills · Electrical Engineering · Mechatronics · Sales Target · Sales Skills,"The sales engineer providing technical sales and solutions for the Company, conducts client visits, present the company products and services, and develop client relationships. Market and project handling along their follow-up to ensure maximizing sales opportunities to the company. | Will be responsible for instrumentation products (Transmitters – Gauges – Switches – Calibration equipment – Control systems) for Oil & Gas, Power, Water, Fertilizer, Chemical and most heavy industrial processes sectors. | ","Bachelor’s degree in engineering (Mechatronics, Electrical, Mechanical, Communication, and Petroleum) or a related field. | From 3-5 previous Sales experience as well as technical experience. | Very Good Command of English. | Excellent knowledge of MS Office. | Ability to work individually or as in team member. | Ability to build excellent relation with other quickly. | Communication skills. | Problem solving skills. | ",https://wuzzuf.net/jobs/p/W0599PM54UrX-Instrumentation-Sales-Engineer-Comex-Egypt-Giza-Egypt?o=64&l=sp&t=sj&a=energy|search-v3|hpb
Technical Engineering Manager,Agrisolar,"6th of October, Giza, Egypt ",1 month ago,Full timeManager · 7+ Yrs of Exp · males_only · Engineering · Project Management · Management · English · Technical · Communication Skills · Design · Solar Power · Mechanical Engineering · Mechanical,"The applicant's responsibilities will be as followed, provide sound selections for pumps, inverter, and PV configuration, and of course provide technical support for end-user customer, and the companies that we supply. | The applicant will have to travel to areas in the desert when needed and stay over if the situation requires that. | Provide client with technical design selection, | Perform simulation of the selected items for the clients, | Provide after sales technical support, | Technical team management | Technical evaluation for new products & projects. | ",Problem solving skills | Age from 30 to 35 | Electrical or mechanical engineering Graduate  | 7+ year experience” | Good command of English. | Knowledge is Solar Power field. | Previous experience in solar field is a plus. | Good Appearance | Communication skills | Computer skills | Live in 6th October / Shaikh Zayed City / Giza | Giza resident is a preferable | Males only | ,https://wuzzuf.net/jobs/p/s9fBFGUB2d7X-Technical-Engineering-Manager-Agrisolar-Giza-Egypt?o=65&l=sp&t=sj&a=energy|search-v3|hpb
District Manager - Giza,PRT Scientific Office,"Giza, Egypt ",13 days ago,Full timeManager · 3 - 5 Yrs of Exp · Sales · Medical Sales · Pharmacy · Pharmaceutical · Hospital · Sales Skills · Sales Planning · Sales/Retail · Pharmaceutical,"Achieve sales targets through a team of Product Specialist. | Establish and lead a diverse team of high performing representatives that can execute and achieve our sales plan and goals | Identify and build a strong rapport with Key Opinion Leaders. | Ensure implementation of the sales plan for line- tracks, pushes and motivates sales team, reports & evaluates the progress and adjusts the plan when needed. | Provide day-to-day supervision of all sales activities. | Provide leadership through direction, motivation, coaching, skill development, product knowledge, industry knowledge, competitive knowledge, performance management, and company knowledge. | Conduct regular meetings with the team to assess the performance and ensuring they are meeting their sales targets. | Ensure effective distribution of products in the district including adequate stocking and adequate coverage of all distribution channels. | Conduct market and competitor analysis. | Present feedback to the head. | Review the sales regularly to take corrective actions when needed. | ",Bachelor degree of pharmacy | Senior level Medical Representatives are most welcome | Hospital business experience is a plus | ,https://wuzzuf.net/jobs/p/KhztnRPwbP4J-District-Manager---Giza-PRT-Scientific-Office-Giza-Egypt?o=66&l=sp&t=sj&a=energy|search-v3|hpb
Medico Marketing Advisor - Alexandria,Caduceus Lane,"Alexandria, Egypt ",6 days ago,Full timeExperienced · 8+ Yrs of Exp · Drug Development · Medical · Medico · Marketing · Market Research · Medical Terminologies · Marketing Strategy · Healthcare · Marketing/PR/Advertising · Medical/Healthcare,Maintain up-to-date clinical knowledge in relevant therapeutic areas and provide appropriate strategic and operational input into business objectives. | Liaise with cross-functional teams to ensure harmonious delivery of Medico-Marketing priorities. | Develop and manage scientific content in line with the marketing requirement of the organization. | Develop strategic planning sessions with the marketing team and identify potentially influential data from competitors. | Work with the marketing department to develop marketing strategies and materials. | Work with medical/technical writers for the creation of marketing material. | Communicates both scientific and business needs credibly and effectively across a variety of internal and external stakeholders. | Provide technical /strategic expertise for local data generation proposals ensuring these are scientifically solid and strategically aligned. | Effectively communicate information to both lay and scientific audiences. | Communicate confidently and fluently with other medical colleagues as well as non-medical personnel. | Preparing and delivering effective presentations. | Work with various cross-functional personnel – both medical and essentially non-medical colleagues. | Collaborate with the marketing team to optimize clinical trial results and scientific publication. | ,"8+ Years’ Experience. | Bachelor Degree with Medical Background. | In-depth knowledge of medical terminologies. | Passion for networking and updating oneself with the latest technical/scientific developments and relating them to various projects. | Ability to work under pressure to meet agreed deadlines. | Passion, energy, and enthusiasm to drive results. | Strong written and verbal communication/presentation skills | Science based and marketing minded. | Advanced scientific & medical reading and writing skills. | Scientific approach to the customers. | Proficiency in English. | Strong clinical reasoning skills. | Excellent Leadership skills. | Negotiation skills. | Excellent communication skills. | Excellent knowledge of drug development and marketing concepts. | ",https://wuzzuf.net/jobs/p/4wXVDcmJSdEu-Medico-Marketing-Advisor---Alexandria-Caduceus-Lane-Alexandria-Egypt?o=67&l=sp&t=sj&a=energy|search-v3|hpb
Senior Accountant,Concept Energy,"Maadi, Cairo, Egypt ",1 month ago,Full timeExperienced · 6 - 12 Yrs of Exp · Accounting · Finance · Financial Management · Accounting Standards · Egyptian Accounting Standards · Financial Analysis · Microsoft Office · Excel · Business · Office,"All records, transactions and books keeping  (including general ledgers, treasury, petty cash,,, etc). |  Preparing financial reports and Statements (Profit & Loss, Cash flow, Balance Sheet, budget,,,etc). | Monthly/ Periodical and yearly reports. |  Account receivables and Account payables. |  Taxation and tax filing. | Payroll, banking other related accounting activities. | Support the preparation and analysis of financial studies for projects. | Collaborate with legal accounting offices and coordinate yearly financial statements, reviews, audits, compliance and taxation. |  Develop, document and maintain job related business processes, data base and accounting policies to maintain and strengthen internal controls and group F&A system. | ","At least Relevant University Degree (Finance/Accounting). | Ability to deliver compliant work under regulation of ethical business conduct. | Relevant experience and deep understanding for the job tasks. | Full understanding for Egypt taxing system, Egyptian Accounting standards and related regulations and laws. | Proficient in Microsoft Office Suite (Word, Excel, PowerPoint, and Outlook) | Good command of English. | Strong communication, presentation, organizational and teamwork skills. | ",https://wuzzuf.net/jobs/p/gKloO9Tn4bkb-Senior-Accountant-Concept-Energy-Cairo-Egypt?o=68&l=sp&t=sj&a=energy|search-v3|hpb
Sales Engineer,AL-TAWAKOL For Electrical Industries -NTT,"Cairo, Egypt ",5 days ago,Full timeExperienced · 7 - 10 Yrs of Exp · Sales Skills · Sales · Engineering · Skills · Sales Target · AutoCAD · Lighting · Marketing · Microsoft Office · 2D,"Support sales executives with solution selling into prospect account base | Partner with sales executives to plan, prepare and execute on strategic deals in complex sales cycles | Model the financial business case associated with each sales opportunity | Successfully match customer pain/requirements to proposed solutions | Create and deliver powerful presentations and demos that clearly communicate the uniqueness of the value proposition | Manage all technical aspects of RFP / RFI responses | Effectively communicate client needs to the R&D teams for future product enhancements | Collect and document competitive intelligence | A Bachelor degree in Electrical Engineering | ","Minimum of 7-10 years’ experience in sales & marketing with knowledge of lighting is a plus | The ability to pursue commercial opportunities with energy and discipline and to close deals despite challenges | Self-starter, work under pressure, good interpersonal skills, ability to exceed goals, has self-initiative | Excellent communication, presentation and persuasion skill | Protects organization's value by keeping information confidential. | Able to build strong customer relationships | English (Good command of both written and Spoken) | Good command with AutoCAD 2-D, Dialux, Microsoft office programs | ",https://wuzzuf.net/jobs/p/ckf8cFpUOb1o-Sales-Engineer-AL-TAWAKOL-For-Electrical-Industries--NTT-Cairo-Egypt?o=69&l=sp&t=sj&a=energy|search-v3|hpb
Administration Supervisor,Premium Card,"Dokki, Giza, Egypt ",1 month ago,Full timeExperienced · 4 - 5 Yrs of Exp · males_only · Administration · Microsoft Office · Administration,"Suggests the necessary maintenance works for the company's buildings and facilities. | Follow up the implementation of the maintenance, restoration and repair works carried out by specialists from inside and outside the company for the company's buildings, and gardens, in accordance with the direction of the Management. | Get quotations from suppliers, compare them and choose the best out of them. | Negotiate with suppliers regarding (product quality, prices, specifications, discounts, returned goods, delivery mechanism, discounts, payment method and duration ... etc). | Supervising multi-disciplinary functions including cleaning, maintenance, Buffet and purchase | Ensuring that basic facilities, such as water and heating, are well-maintained | Ensuring that facilities meet government regulations and environmental, health and security standards | Advising businesses on increasing energy efficiency and cost-effectiveness | Follow up the drivers and company’s cars. | ",Bachelor's degree in any related field | Males Only | 4-5 years of experience (In the same position) | Excellent Knowledge of computer & Microsoft offices | Maximum Age 33 years old | ,https://wuzzuf.net/jobs/p/MTPtXLLNY5DS-Administration-Supervisor-Premium-Card-Giza-Egypt?o=70&l=sp&t=sj&a=energy|search-v3|hpb
Customer Service Executive,korAddiction Sports Development & Entertainment,"Maadi, Cairo, Egypt ",1 month ago,Full timeExperienced · 2 - 4 Yrs of Exp · Customer Service · English · Communication · Negotiation · Sales Skills · Sports · Football · Administration · Customer Service/Support,"Attend to all walk in customers’ needs promptly | Serve Walk-in customers and provide full information and advice. | Manage and meet customer expectations | Sustain high customer satisfactory service level | Provide excellent customer service for clients as per CS standards | Attending to customers and fulfill their requirements, solve their problems, follow up their cases and update them. | Promote campaigns for customers | Ensure customer satisfaction at all times | Handle all outstanding reports and close the related cases on daily basis. | Close pending cases on a timely manner. | Adhere to company HSSE, compliance and sustainability corporate policies. | Ensure timely resolution of customer complains to retain customers | Contribute to meeting the annual/quarterly targets. | Develop and maintain an effective relationship with existing customers | Coordinate with operations / CS to satisfy customers’ needs | Ensure KPIs are met (targets, visits, opportunities, number of new accounts) | Ensure privacy and confidentiality of customer data in line with the company data security policies | Reporting any information that might impact company image, brand or functioning | Collaborate with the team to achieve its objectives | Facilitate the flow of information horizontally and vertically | Keep a record of customer visits and update the CRM system regularly | Cross-sell and upsell | Ensure the integrity and accuracy of data updated in the CRM system | Create and update regularly a prospect plan to know where to focus to gain new clients | Ensure having valid customer contracts and ensure they are renewed on time | Adhere to company HSSE, compliance and sustainability corporate policies and standards | Achieve set targets and productivity KPIs | Achieve ACP targets where applicable | Generate sales leads and acquire new customers | Generate revenue from cross-selling and upselling | Ensure that overdue collections and problematic cases are resolved with the customers in a timely manner | ","Excellent communication skills | Presentable | Problem solving skills | Accuracy and attention to detail | Excellent command of written and spoken English is a must. | Proven negotiation and influencing skills. | Unlimited resilience, drive, energy and talent. | ",https://wuzzuf.net/jobs/p/pWA24wKpfheO-Customer-Service-Executive-korAddiction-Sports-Development-Entertainment-Cairo-Egypt?o=71&l=sp&t=sj&a=energy|search-v3|hpb
